Trait,Video,Value
extraversion,SfldZBPyPFo.003.mp4,0.28037383177570097
extraversion,NXG4n1pr4Ok.001.mp4,0.33644859813084116
extraversion,3gKpBq-1yG4.002.mp4,0.29906542056074764
extraversion,YC3X1DcnUrk.005.mp4,0.4018691588785047
extraversion,grhDDOLsBho.000.mp4,0.48598130841121495
extraversion,XPV4pavXh94.001.mp4,0.6448598130841123
extraversion,rGTn2uaCAT0.004.mp4,0.7009345794392524
extraversion,mkWfG-4vvGc.000.mp4,0.6074766355140188
extraversion,VTv4BAYgJpk.003.mp4,0.4112149532710281
extraversion,MswJxdf-3Fc.002.mp4,0.4579439252336449
extraversion,3lV-sr3NOUo.004.mp4,0.24299065420560748
extraversion,k4QmzZuQl9s.003.mp4,0.5607476635514019
extraversion,mhF4kYTlVUE.002.mp4,0.6355140186915887
extraversion,KYvbRwTCtaU.003.mp4,0.6261682242990655
extraversion,DTZeyoKUPx4.002.mp4,0.37383177570093457
extraversion,KmHe8urs3LI.005.mp4,0.18691588785046728
extraversion,xRLaEoXAsjk.001.mp4,0.6261682242990655
extraversion,jxt1W2WRNHQ.000.mp4,0.4672897196261683
extraversion,djsoQkroHpo.005.mp4,0.4112149532710281
extraversion,8ZHpqRJ39HA.005.mp4,0.4672897196261683
extraversion,p6UMx8dwHZQ.003.mp4,0.26168224299065423
extraversion,n6JNJurop2U.003.mp4,0.7850467289719627
extraversion,LSqijVxP0EM.002.mp4,0.3457943925233645
extraversion,IHJn3UHXCMs.000.mp4,0.30841121495327106
extraversion,YryBLVZgJj0.005.mp4,0.20560747663551404
extraversion,xbAb00tGeBQ.000.mp4,0.6355140186915887
extraversion,W7BbL3NZvrU.004.mp4,0.3457943925233645
extraversion,mflgXFsGU9w.002.mp4,0.36448598130841126
extraversion,2PSGksTyrnI.001.mp4,0.2897196261682243
extraversion,SIpQm4G4DDg.004.mp4,0.3177570093457944
extraversion,ZRrduU1CXqU.003.mp4,0.4205607476635514
extraversion,TSGpD2NBeCQ.002.mp4,0.6074766355140188
extraversion,o7J2fWIJndQ.005.mp4,0.691588785046729
extraversion,DyZlhseSuec.004.mp4,0.7009345794392524
extraversion,t899haDGi38.002.mp4,0.7196261682242993
extraversion,XEpdSMQfEOs.002.mp4,0.588785046728972
extraversion,omQ5CGXJKS8.001.mp4,0.6355140186915887
extraversion,RGuHfwIRKpA.000.mp4,0.2710280373831776
extraversion,VTrqCDYHVqU.002.mp4,0.30841121495327106
extraversion,uf_sIIw4zxY.002.mp4,0.5233644859813085
extraversion,FkzVX7SQ9wE.001.mp4,0.5233644859813085
extraversion,XkeSLRAftxA.004.mp4,0.7757009345794394
extraversion,A7exx3pEPkE.003.mp4,0.25233644859813087
extraversion,nKLhatlbqEw.005.mp4,0.5700934579439253
extraversion,IFF47jVKMj8.003.mp4,0.5794392523364487
extraversion,YXz6s1XNOLs.005.mp4,0.5607476635514019
extraversion,rD6NViDdyOU.001.mp4,0.47663551401869164
extraversion,Or2_bP4lWYI.004.mp4,0.4579439252336449
extraversion,B4ducm9sydg.000.mp4,0.17757009345794392
extraversion,3ccY8jYkI5o.000.mp4,0.8037383177570094
extraversion,nLuAoNAOGcQ.000.mp4,0.8037383177570094
extraversion,zH9pTx5_ZwY.004.mp4,0.4485981308411215
extraversion,sqnW6xXYTKg.003.mp4,0.663551401869159
extraversion,SCnQFpdklMg.004.mp4,0.36448598130841126
extraversion,C_NtwmmF2Ys.002.mp4,0.16822429906542055
extraversion,39o1zJFeM7E.003.mp4,0.6822429906542057
extraversion,d-cZdeTp0jo.001.mp4,0.37383177570093457
extraversion,nCWEEoJfjgE.000.mp4,0.5140186915887851
extraversion,KnbEca4Ibwk.002.mp4,0.4953271028037384
extraversion,fDw_PAgW07o.003.mp4,0.16822429906542055
extraversion,_Py_lytyY5A.005.mp4,0.5981308411214954
extraversion,REAxeTWo1QM.002.mp4,0.4299065420560748
extraversion,5-mwIFjOWZ4.000.mp4,0.5140186915887851
extraversion,CQMH9Qguuao.000.mp4,0.4205607476635514
extraversion,8gvBbE6iZNo.005.mp4,0.4018691588785047
extraversion,wr4dP9MuHME.005.mp4,0.6261682242990655
extraversion,modNfUPt3F4.005.mp4,0.5233644859813085
extraversion,FU1ak530DDo.001.mp4,0.4672897196261683
extraversion,OwI3Q-qUqDw.001.mp4,0.2710280373831776
extraversion,uMCRfie1lkc.001.mp4,0.29906542056074764
extraversion,6WSr4IW6cNI.000.mp4,0.5420560747663552
extraversion,kppgmuWEv-A.001.mp4,0.4485981308411215
extraversion,J30sMEMrKjA.001.mp4,0.6261682242990655
extraversion,A0braVJH3Pw.000.mp4,0.38317757009345793
extraversion,E3z1D7CKoOA.005.mp4,0.2710280373831776
extraversion,cvg03XGFjCk.004.mp4,0.5514018691588786
extraversion,G7QTNbKbu_4.005.mp4,0.37383177570093457
extraversion,vqLtOsoNPnU.004.mp4,0.6542056074766356
extraversion,O14mSiNfYDo.001.mp4,0.5420560747663552
extraversion,Egogv6acOd0.004.mp4,0.3271028037383178
extraversion,hOXvRgxjfik.004.mp4,0.38317757009345793
extraversion,kDP6_hiBR0o.005.mp4,0.5794392523364487
extraversion,59Smv7wl--w.001.mp4,0.14018691588785046
extraversion,V9OuGDPnqHI.000.mp4,0.588785046728972
extraversion,4xdT0Uedsro.000.mp4,0.4392523364485981
extraversion,2uAJJH7B5aw.000.mp4,0.6168224299065421
extraversion,pOBn7AuGIuI.003.mp4,0.5794392523364487
extraversion,y4Ej1YSEQf0.000.mp4,0.8037383177570094
extraversion,_X6_C_Oy9VA.004.mp4,0.5140186915887851
extraversion,-mt-IKgGhuY.004.mp4,0.4485981308411215
extraversion,2TbU3Eg2i4A.004.mp4,0.2897196261682243
extraversion,6N02tjYPLh8.000.mp4,0.37383177570093457
extraversion,IPjl2LdPMn0.004.mp4,0.5514018691588786
extraversion,lxnV9X8T2Zc.003.mp4,0.7196261682242993
extraversion,ogSLrHVeqLI.003.mp4,0.48598130841121495
extraversion,vLAHfIjmRMc.005.mp4,0.7476635514018694
extraversion,5kY-Iv6UkeU.003.mp4,0.2149532710280374
extraversion,uwUkp63db18.003.mp4,0.26168224299065423
extraversion,CuGuiOZ48Ig.002.mp4,0.5233644859813085
extraversion,ncmnmmmWEpU.005.mp4,0.6261682242990655
extraversion,p7-JUvStF4w.004.mp4,0.20560747663551404
extraversion,hnMp0eX28es.001.mp4,0.5233644859813085
extraversion,5Mc-mjLvvGU.003.mp4,0.30841121495327106
extraversion,kwcpINU9LLk.004.mp4,0.5140186915887851
extraversion,0hWbtuRVUgM.005.mp4,0.588785046728972
extraversion,2f7rLXwzP3s.000.mp4,0.663551401869159
extraversion,l3IoZ_QmOQo.004.mp4,0.7009345794392524
extraversion,hT83GkLYIFs.002.mp4,0.5327102803738318
extraversion,JBdLI6AhJrw.000.mp4,0.5514018691588786
extraversion,TD2jIXMD-SM.002.mp4,0.38317757009345793
extraversion,38fE5B4ghw0.005.mp4,0.6074766355140188
extraversion,puJ_NbKzRTE.003.mp4,0.4392523364485981
extraversion,sNs4yCA11wk.001.mp4,0.794392523364486
extraversion,4KD3XCMsIBs.004.mp4,0.5981308411214954
extraversion,gX20EUUZc9M.004.mp4,0.691588785046729
extraversion,BLKXsX7-WIg.003.mp4,0.39252336448598135
extraversion,OhHg1lyxe4I.002.mp4,0.12149532710280371
extraversion,8e4nnel_x-M.001.mp4,0.5327102803738318
extraversion,4vdJGgZpj4k.005.mp4,0.3177570093457944
extraversion,GyLjVOVPGKQ.005.mp4,0.4205607476635514
extraversion,53gtUkC7IZM.001.mp4,0.47663551401869164
extraversion,L5PkZA1ErYY.002.mp4,0.36448598130841126
extraversion,eZwGkhUa0TQ.005.mp4,0.2710280373831776
extraversion,Wby2oMliGz0.005.mp4,0.7196261682242993
extraversion,PxkMDzORBPE.005.mp4,0.38317757009345793
extraversion,WUNXs4r_xCU.003.mp4,0.4579439252336449
extraversion,sBHv1jYmZQE.004.mp4,0.5233644859813085
extraversion,me15sHPOjKo.005.mp4,0.5794392523364487
extraversion,LBrmHHzyIiY.002.mp4,0.2336448598130841
extraversion,uqd_cEJMJ4o.003.mp4,0.4579439252336449
extraversion,oqXx6ipHfUE.000.mp4,0.22429906542056074
extraversion,i4IVTm3uvoM.000.mp4,0.6448598130841123
extraversion,oU7zAWm_01o.003.mp4,0.5420560747663552
extraversion,cOirMOCpdo8.000.mp4,0.37383177570093457
extraversion,Ft0ahViXZPc.003.mp4,0.5046728971962617
extraversion,bcRPLKygrNk.000.mp4,0.4018691588785047
extraversion,OLFhKCgexRU.001.mp4,0.5327102803738318
extraversion,ic_LECbCm5M.004.mp4,0.4672897196261683
extraversion,Shf0JB_MutI.001.mp4,0.5607476635514019
extraversion,GCkOL2jLSQA.005.mp4,0.4392523364485981
extraversion,51KRxB3g7A8.000.mp4,0.6448598130841123
extraversion,USicjVA1trA.003.mp4,0.5327102803738318
extraversion,YiX6thczM1w.002.mp4,0.4672897196261683
extraversion,HrddpXxWFns.002.mp4,0.4299065420560748
extraversion,voXr6-ykd1w.000.mp4,0.5140186915887851
extraversion,3LAaFUSGvsU.001.mp4,0.3457943925233645
extraversion,XvV4YdhpC2w.001.mp4,0.39252336448598135
extraversion,K-iwJMxjyx4.000.mp4,0.7102803738317757
extraversion,kL-CeaXG9jM.002.mp4,0.5514018691588786
extraversion,OmXuhT4yJpo.000.mp4,0.8130841121495327
extraversion,ROTx-0q1F9M.001.mp4,0.5046728971962617
extraversion,vR7YF7Zv5-Q.000.mp4,0.24299065420560748
extraversion,DXw4lVoiiWY.004.mp4,0.4392523364485981
extraversion,OckL7z_nBGg.004.mp4,0.35514018691588783
extraversion,5kwoq4EZixQ.001.mp4,0.5327102803738318
extraversion,7tlMys6MZ34.003.mp4,0.5140186915887851
extraversion,jOTlJwOBSd4.003.mp4,0.5233644859813085
extraversion,4F-WBGPXiqQ.001.mp4,0.39252336448598135
extraversion,haxhAfuccuE.000.mp4,0.5514018691588786
extraversion,mEQBB6XsJFk.001.mp4,0.663551401869159
extraversion,Vj-Cmtqv_qY.001.mp4,0.5233644859813085
extraversion,6EMgu2djYrU.002.mp4,0.6074766355140188
extraversion,gipWTZy9mjI.002.mp4,0.33644859813084116
extraversion,c4YxfATgYkw.002.mp4,0.6168224299065421
extraversion,TursJyaFzqY.004.mp4,0.4112149532710281
extraversion,x57nEfACdXA.002.mp4,0.5981308411214954
extraversion,AWe6ZZUmlZw.004.mp4,0.48598130841121495
extraversion,U-PRay-woXU.002.mp4,0.6074766355140188
extraversion,F5iykLTSCJc.000.mp4,0.2897196261682243
extraversion,Dq7Uep06KOQ.001.mp4,0.4018691588785047
extraversion,K63T9l1xY7U.003.mp4,0.5140186915887851
extraversion,JxxF9y61ujA.005.mp4,0.47663551401869164
extraversion,RhFPotjd0hM.004.mp4,0.5514018691588786
extraversion,CV930dFsubs.000.mp4,0.35514018691588783
extraversion,BLeDNfK2quI.004.mp4,0.5233644859813085
extraversion,p5v75vAZ7F0.005.mp4,0.5327102803738318
extraversion,aptKaxP81xA.004.mp4,0.38317757009345793
extraversion,9Crw2RtrBcY.001.mp4,0.4953271028037384
extraversion,outvbZgNX58.000.mp4,0.36448598130841126
extraversion,y--uBBy7ebM.005.mp4,0.4205607476635514
extraversion,1mfrM-FT-5E.000.mp4,0.3271028037383178
extraversion,KfurkMyjD-c.001.mp4,0.4205607476635514
extraversion,tutTFKP_fdg.005.mp4,0.5700934579439253
extraversion,NFAlff6GUpA.005.mp4,0.4392523364485981
extraversion,NdAJGXf8aos.005.mp4,0.6261682242990655
extraversion,3taD1fEPfC8.003.mp4,0.29906542056074764
extraversion,nGGtTu6dSJE.000.mp4,0.29906542056074764
extraversion,ZaihsIQZCx8.002.mp4,0.5140186915887851
extraversion,2rV3Ibtdnvs.000.mp4,0.5607476635514019
extraversion,1yIGI42lzak.001.mp4,0.2710280373831776
extraversion,Ay7bZ7Sgx9Q.004.mp4,0.35514018691588783
extraversion,Y8gv_ZK3w4A.000.mp4,0.48598130841121495
extraversion,rXoCKj1qwn4.001.mp4,0.7383177570093458
extraversion,lkdQjIunxSE.002.mp4,0.5046728971962617
extraversion,D_FGBb-1B1o.002.mp4,0.5607476635514019
extraversion,v0jtovM6Ajg.000.mp4,0.6168224299065421
extraversion,pzfDth6nFQE.000.mp4,0.24299065420560748
extraversion,QsUj_OlGQ-0.000.mp4,0.5327102803738318
extraversion,b-qfeGqPd04.000.mp4,0.3271028037383178
extraversion,WuIKjBb7s4Q.004.mp4,0.25233644859813087
extraversion,8dVcA5J1Dcw.000.mp4,0.4392523364485981
extraversion,p_Z4QGqu4Qo.001.mp4,0.5607476635514019
extraversion,4nir0YtjHVs.002.mp4,0.663551401869159
extraversion,MOobNUpfWiY.002.mp4,0.3177570093457944
extraversion,JBiq9X_-r84.000.mp4,0.4579439252336449
extraversion,t0AupkXkkZw.001.mp4,0.6355140186915887
extraversion,Sdqg-jn_tBk.000.mp4,0.2710280373831776
extraversion,A7exx3pEPkE.000.mp4,0.28037383177570097
extraversion,uRY3aJAaogw.002.mp4,0.30841121495327106
extraversion,opEoJBrcmbI.001.mp4,0.48598130841121495
extraversion,dy9EqbKLDP0.003.mp4,0.4953271028037384
extraversion,N5nIQZMW_ig.003.mp4,0.5327102803738318
extraversion,UEYKBC_SuzU.004.mp4,0.4953271028037384
extraversion,6WSr4IW6cNI.003.mp4,0.29906542056074764
extraversion,CESTtNvDpww.003.mp4,0.7757009345794394
extraversion,PxpbeM9VavA.001.mp4,0.7196261682242993
extraversion,fY4tctYZTz8.005.mp4,0.18691588785046728
extraversion,Rp_gyvKE4hI.001.mp4,0.4205607476635514
extraversion,VvSk5m90xOs.003.mp4,0.2336448598130841
extraversion,mhF4kYTlVUE.001.mp4,0.4018691588785047
extraversion,BA5qWO9eU2Y.000.mp4,0.4205607476635514
extraversion,f7E26XfU8rw.003.mp4,0.6168224299065421
extraversion,3Vr5-zedeWk.003.mp4,0.12149532710280371
extraversion,r2HcJYjGK5s.001.mp4,0.4485981308411215
extraversion,R0RURVpmU9M.004.mp4,0.6074766355140188
extraversion,7IegDaeNlik.003.mp4,0.2897196261682243
extraversion,f5jPfJYvihA.000.mp4,0.37383177570093457
extraversion,gWCgqVn3m3k.000.mp4,0.7663551401869159
extraversion,HUHFlCs3YJ8.005.mp4,0.35514018691588783
extraversion,EHPZNxP5mN8.000.mp4,0.6261682242990655
extraversion,vE9XgQL7DGE.003.mp4,0.4672897196261683
extraversion,qyzuaettjU8.004.mp4,0.4392523364485981
extraversion,FwjoTGcsFNg.003.mp4,0.6822429906542057
extraversion,j-XUQ3Rmq6w.003.mp4,0.2336448598130841
extraversion,t6-ljEWQjW8.000.mp4,0.2897196261682243
extraversion,xeE08Vn-HXI.001.mp4,0.4112149532710281
extraversion,A0braVJH3Pw.002.mp4,0.35514018691588783
extraversion,7b9DirXrkHo.003.mp4,0.4018691588785047
extraversion,y--uBBy7ebM.004.mp4,0.47663551401869164
extraversion,bMY2DaFFwzU.000.mp4,0.4485981308411215
extraversion,KIhpjwf5uAA.001.mp4,0.4579439252336449
extraversion,mhvkJjOAjYI.004.mp4,0.6168224299065421
extraversion,Fco1CMgOadI.003.mp4,0.7476635514018694
extraversion,M0U48Lm33A8.003.mp4,0.4485981308411215
extraversion,k4eeYoHtnnI.004.mp4,0.5420560747663552
extraversion,3gKpBq-1yG4.003.mp4,0.37383177570093457
extraversion,jVGTEDAYWZ8.003.mp4,0.4672897196261683
extraversion,9J-KIPMQmqk.004.mp4,0.47663551401869164
extraversion,GyLjVOVPGKQ.004.mp4,0.5327102803738318
extraversion,UipoC_HLOP0.004.mp4,0.37383177570093457
extraversion,AR3UwbmgKuQ.004.mp4,0.09345794392523363
extraversion,muLgzV1gGao.005.mp4,0.3271028037383178
extraversion,Cl7vQ9QR0es.002.mp4,0.5607476635514019
extraversion,E3z1D7CKoOA.000.mp4,0.16822429906542055
extraversion,mlsiYewUwO0.002.mp4,0.8411214953271028
extraversion,ABWFQuPG1LA.004.mp4,0.4485981308411215
extraversion,lnawWqnGpMc.004.mp4,0.48598130841121495
extraversion,l-WgXcGLdZk.005.mp4,0.5700934579439253
extraversion,ga_XczsO4eY.005.mp4,0.5514018691588786
extraversion,OmXuhT4yJpo.005.mp4,0.8130841121495327
extraversion,AwNVGShHjvw.001.mp4,0.4205607476635514
extraversion,U_QQ8EuuWPg.001.mp4,0.3177570093457944
extraversion,e6YTvjDXEl0.001.mp4,0.5607476635514019
extraversion,qtB-CogljAo.001.mp4,0.4392523364485981
extraversion,OtGJDbI9qkM.005.mp4,0.5420560747663552
extraversion,Zwu5Y5r3Lrs.001.mp4,0.29906542056074764
extraversion,C2MEPH7x9m0.001.mp4,0.5327102803738318
extraversion,117jrwvl2Nc.000.mp4,0.7383177570093458
extraversion,4JjpfL4y3XM.000.mp4,0.5794392523364487
extraversion,iPblZBQpafs.002.mp4,0.30841121495327106
extraversion,3JzvXA-Zfbs.000.mp4,0.4392523364485981
extraversion,bLOSPQ8MAC8.001.mp4,0.35514018691588783
extraversion,fecQUZ-ehKQ.002.mp4,0.5794392523364487
extraversion,7QeVs-mXmcI.003.mp4,0.8504672897196264
extraversion,PCmec_zcu_w.002.mp4,0.7289719626168225
extraversion,6JfSPPVUgIg.005.mp4,0.4299065420560748
extraversion,p5v75vAZ7F0.003.mp4,0.4205607476635514
extraversion,Z9GzSxQHKSI.001.mp4,0.5046728971962617
extraversion,4bDOetaLvZs.004.mp4,0.1588785046728972
extraversion,7kO7jYYUVWg.004.mp4,0.7009345794392524
extraversion,OhHg1lyxe4I.001.mp4,0.14018691588785046
extraversion,SIpQm4G4DDg.000.mp4,0.30841121495327106
extraversion,opyTSeVCYtE.002.mp4,0.4299065420560748
extraversion,V1I40vVRk78.002.mp4,0.4299065420560748
extraversion,f9GeYKAXgAQ.000.mp4,0.3271028037383178
extraversion,iW1t-ZiG2rc.000.mp4,0.4953271028037384
extraversion,7BgScfRre5M.001.mp4,0.588785046728972
extraversion,xLfLuyIQOJE.003.mp4,0.3271028037383178
extraversion,8py6SksNsZQ.002.mp4,0.4672897196261683
extraversion,ciWUq6iQTIE.000.mp4,0.4485981308411215
